type,fixed_acidity,volatile_acidity,citric_acid,density,pH,sulphates,alcohol,quality
white,6.8,0.33,0.31,0.99226,3.06,0.55,12.2,6
white,6,0.28,0.24,0.99896,3.1,0.45,8.9,6
white,7.2,0.24,0.36,0.99076,3.13,0.63,12.5,6
white,6.8,0.33,0.31,0.99226,3.06,0.55,12.2,6
white,7.2,0.24,0.36,0.99076,3.13,0.63,12.5,6
white,6,0.28,0.24,0.99896,3.1,0.45,8.9,6
white,6.2,0.27,0.26,0.9951,3.16,0.37,10.8,6
white,6.4,0.38,0.26,0.99234,2.99,0.31,11.4,6
white,7.1,0.2,0.37,0.99226,3.15,0.52,10.8,5
white,6,0.21,0.3,0.99368,3.18,0.39,10.6,5
white,7,0.34,0.1,0.9937,3.01,0.39,9.2,5
white,5.9,0.435,0.16,0.99151,3.24,0.46,12.2,6
white,7,0.25,0.33,0.99021,3.26,0.45,12.3,6
white,6.7,0.26,0.29,0.99479,3.23,0.56,10.4,6
white,7,0.24,0.3,0.9954,2.99,0.57,10.4,6
white,8.5,0.23,0.34,0.99176,3.07,0.55,11,7
white,6,0.21,0.3,0.99368,3.18,0.39,10.6,5
white,7,0.34,0.1,0.9937,3.01,0.39,9.2,5
white,4.8,0.65,0.12,0.99246,3.32,0.36,13.5,4
white,6.1,0.22,0.38,0.9908,2.95,0.64,11.4,6
white,5.8,0.27,0.26,0.98994,3.1,0.38,11.5,6
white,5,0.455,0.18,0.98746,3.21,0.83,14,7
white,6.5,0.33,0.3,0.99028,3.25,0.63,12.5,7
white,6.5,0.33,0.3,0.99028,3.25,0.63,12.5,7
white,6.7,0.31,0.3,0.98867,3.09,0.36,12.8,7
white,6.2,0.39,0.24,0.99174,3.23,0.43,11.2,7
white,6.2,0.39,0.24,0.99174,3.23,0.43,11.2,7
white,7.1,0.37,0.3,0.99021,3.17,0.27,13.6,6
white,7.2,0.23,0.82,0.99304,2.93,0.42,9.2,6
white,6.5,0.33,0.3,0.99028,3.25,0.63,12.5,7
white,7.2,0.25,0.32,0.99154,3.17,0.48,11.1,6
white,6.2,0.39,0.24,0.99174,3.23,0.43,11.2,7
white,4.7,0.455,0.18,0.98746,3.21,0.83,14,7
white,7.1,0.37,0.3,0.99021,3.17,0.27,13.6,6
white,6.2,0.28,0.51,0.9956,3.18,0.52,9.4,5
white,6.4,0.35,0.28,0.98779,3.12,0.4,14.2,7
white,6.6,0.31,0.28,0.98836,3,0.4,13.2,6
white,7.4,0.25,0.37,0.99138,3.04,0.53,11.2,6
white,7.3,0.36,0.34,0.99751,3.14,0.57,10.2,5
white,6.7,0.31,0.3,0.98867,3.09,0.36,12.8,7
white,8.6,0.31,0.3,0.99249,2.95,0.39,10.1,5
white,8.6,0.31,0.3,0.99249,2.95,0.39,10.1,5
white,8.6,0.22,0.33,0.99239,2.83,0.31,10.3,5
white,6.9,0.14,0.29,0.99512,3.19,0.33,9.9,6
white,6.5,0.22,0.31,0.99098,3.15,0.31,11.5,5
white,6.6,0.32,0.47,0.99872,3.18,0.56,9,5
white,6.6,0.32,0.47,0.99872,3.18,0.56,9,5
white,6.1,0.28,0.26,0.98894,3.03,0.41,12.1,6
white,6.2,0.3,0.28,0.988245,3.14,0.41,13.3,6
white,6.9,0.22,0.28,0.99326,3.22,0.6,11.5,8
white,8.7,0.31,0.21,0.99328,2.96,0.52,11,4
white,7.3,0.27,0.3,0.99222,3.28,0.53,10.7,6
white,7,0.46,0.2,0.99898,3.08,0.56,9.4,5
white,5.7,0.23,0.25,0.99486,3.44,0.61,10.3,6
white,6.5,0.36,0.36,0.99528,3.17,0.42,9.3,5
white,8.2,0.18,0.38,0.99062,2.88,0.6,12,6
white,6.2,0.27,0.32,0.99282,3.21,0.6,11,6
white,6.9,0.4,0.37,0.996,3.16,0.5,9.3,5
white,4.9,0.345,0.34,0.99138,3.24,0.4,10.1,5
white,7.2,0.23,0.39,0.99166,3.18,0.47,11.1,6
white,6.4,0.2,0.15,0.99408,2.99,0.58,9.9,6
white,6.1,0.27,0.32,0.99281,3.22,0.6,11,6
white,6.2,0.27,0.32,0.99282,3.21,0.6,11,6
white,6,0.3,0.33,0.98964,3.32,0.42,12.5,6
white,6.1,0.3,0.32,0.98952,3.31,0.44,12.7,7
white,5.7,0.14,0.3,0.99469,3.32,0.45,9.3,5
white,6.9,0.4,0.37,0.996,3.16,0.5,9.3,5
white,4.9,0.345,0.34,0.99138,3.24,0.4,10.1,5
white,6.3,0.33,0.2,0.9991,3.14,0.51,8.8,5
white,7,0.16,0.3,0.99047,2.88,0.47,11.2,6
white,8.4,0.22,0.3,0.99178,3.13,0.54,10.8,7
white,6.3,0.33,0.2,0.9991,3.14,0.51,8.8,5
white,7,0.16,0.3,0.99047,2.88,0.47,11.2,6
white,5.4,0.24,0.18,0.99207,3.24,0.46,10.3,5
white,7.7,0.31,0.36,0.99152,3.11,0.48,12,5
white,5.6,0.185,0.19,0.99438,3.26,0.41,9.5,6
white,5.6,0.185,0.19,0.99438,3.26,0.41,9.5,6
white,6.6,0.43,0.24,0.99622,3.14,0.54,9.8,6
white,7.6,0.39,0.46,0.99773,2.91,0.51,9,5
white,7.2,0.58,0.27,0.99088,3.17,0.53,13,7
white,6,0.34,0.32,0.99108,3.39,0.44,11.8,7
white,7.5,0.35,0.48,0.99803,2.97,0.52,8.8,5
white,7.3,0.38,0.23,0.99304,3.1,0.55,11.2,4
white,5.4,0.185,0.19,0.99438,3.26,0.41,9.5,6
white,6.3,0.27,0.51,0.99548,3.16,0.54,9.4,4
white,6.5,0.29,0.52,0.99551,3.16,0.51,9.5,6
white,6.4,0.17,0.3,0.99152,3.03,0.49,10.4,6
white,6.7,0.18,0.31,0.99572,3.08,0.49,9.8,7
white,6.4,0.17,0.3,0.99152,3.03,0.49,10.4,6
white,6.8,0.37,0.67,0.99244,3.06,0.56,10.3,6
white,6.3,0.27,0.51,0.99548,3.16,0.54,9.4,4
white,6.5,0.29,0.52,0.99551,3.16,0.51,9.5,6
white,6.1,0.24,0.26,0.9903,3.19,0.81,11.9,7
white,7,0.32,0.29,0.99162,3.15,0.65,12.8,7
white,6.9,0.27,0.25,0.99116,3.09,0.38,13,6
white,6.5,0.29,0.53,0.9922,3.26,0.59,10.4,7
white,6.5,0.29,0.52,0.99223,3.25,0.59,10.4,6
white,6.1,0.22,0.25,0.99481,3.21,0.4,10.7,5
white,6.3,0.22,0.27,0.9928,3.05,0.76,10.7,7
white,6.1,0.24,0.26,0.9903,3.19,0.81,11.9,7
white,5.6,0.23,0.25,0.99429,3.19,0.42,10.4,6
white,7,0.32,0.29,0.99162,3.15,0.65,12.8,7
white,6.8,0.11,0.27,0.99454,3.2,0.37,9.9,6
white,6.8,0.11,0.27,0.99454,3.2,0.37,9.9,6
white,7.3,0.23,0.41,0.99863,3.16,0.71,9.4,6
white,6.1,0.2,0.17,0.991,3.3,0.43,11.4,6
white,6.8,0.11,0.27,0.99454,3.2,0.37,9.9,6
white,7.3,0.23,0.41,0.99863,3.16,0.71,9.4,6
white,6.9,0.2,0.41,0.99317,2.99,0.39,9.2,5
white,6.7,0.19,0.32,0.99173,2.9,0.57,10.5,7
white,6.7,0.28,0.34,0.99455,3.25,0.54,11,7
white,6.7,0.28,0.34,0.99455,3.25,0.54,11,7
white,8,0.37,0.31,0.99186,2.9,0.72,12.1,5
white,6.7,0.28,0.34,0.99455,3.25,0.54,11,7
white,6,0.26,0.29,0.98944,3.22,0.39,12.8,7
white,6.4,0.24,0.49,0.9942,3.01,0.98,10.5,6
white,6.4,0.24,0.49,0.9942,3.01,0.98,10.5,6
white,6.4,0.24,0.49,0.9942,3.01,0.98,10.5,6
white,6.4,0.25,0.57,0.99238,3,0.4,9.5,5
white,6.1,0.25,0.48,0.99782,3.07,0.45,9.2,6
white,6.8,0.14,0.35,0.99111,3.07,0.72,11.1,6
white,6.5,0.38,0.26,0.99067,3.06,0.5,12.3,7
white,6.8,0.14,0.35,0.99111,3.07,0.72,11.1,6
white,5.4,0.15,0.32,0.98878,3.04,0.58,12.6,6
white,6.4,0.25,0.57,0.99238,3,0.4,9.5,5
white,6.1,0.25,0.48,0.99782,3.07,0.45,9.2,6
white,6.8,0.22,0.32,0.9938,3.2,0.57,10.8,6
white,7.2,0.21,0.29,0.99143,3,0.6,11.3,6
white,6,0.26,0.29,0.98944,3.22,0.39,12.8,7
white,6.4,0.24,0.49,0.9942,3.01,0.98,10.5,6
white,6.5,0.46,0.24,0.99588,3.08,0.56,9.8,6
white,6.5,0.18,0.48,1.00038,2.98,0.61,8.5,6
white,6.2,0.32,0.12,0.99424,3.16,0.5,9.3,5
white,7.2,0.4,0.24,0.99626,3.2,0.52,9.2,5
white,5.9,0.23,0.24,0.99076,3.21,0.51,11.4,6
white,6.4,0.18,0.48,1.00038,2.98,0.61,8.5,6
white,6.2,0.32,0.12,0.99424,3.16,0.5,9.3,5
white,6.4,0.37,0.12,0.99536,3.06,0.46,8.4,4
white,7,0.23,0.42,0.99318,3.04,0.4,9.2,5
white,7.2,0.4,0.24,0.99626,3.2,0.52,9.2,5
white,7.6,0.19,0.37,0.99726,3.18,0.79,10.4,6
white,6,0.28,0.27,0.99126,3.27,0.56,11.6,6
white,6.2,0.32,0.45,0.98998,3.25,0.6,12.4,6
white,7.6,0.19,0.37,0.99726,3.18,0.79,10.4,6
white,6.4,0.26,0.26,0.99304,3.09,0.54,9.3,5
white,5.9,0.25,0.27,0.9892,3.2,0.46,12.2,6
white,6.1,0.28,0.3,0.99296,3.22,0.46,11,6
white,6.9,0.19,0.38,0.99047,3.11,0.38,11.4,5
white,6.4,0.29,0.57,0.9924,3.06,0.41,9.5,5
white,6.8,0.27,0.22,0.9989,3.07,0.53,9.2,5
white,7.5,0.26,0.38,0.99338,3.13,0.62,11.1,6
white,6.8,0.27,0.22,0.9989,3.07,0.53,9.2,5
white,6.4,0.2,0.22,0.99404,3.24,0.58,11,6
white,7.3,0.33,0.22,0.99287,3.14,0.48,9.9,5
white,7.3,0.34,0.22,0.99286,3.14,0.46,9.9,5
white,6.4,0.29,0.57,0.9924,3.06,0.41,9.5,5
white,6.1,1.1,0.16,0.99058,3.35,0.47,12.4,4
white,6.3,0.24,0.29,0.9934,3.21,0.5,9.4,5
white,6.2,0.24,0.22,0.99545,3.23,0.52,9.3,5
white,7.4,0.16,0.27,0.9984,2.9,0.43,8.7,7
white,7.4,0.16,0.27,0.9984,2.9,0.43,8.7,7
white,7.4,0.16,0.27,0.9984,2.9,0.43,8.7,7
white,7.4,0.16,0.27,0.9984,2.9,0.43,8.7,7
white,7.2,0.17,0.28,0.99971,2.94,0.43,9,7
white,6.9,0.19,0.35,0.99546,3,0.63,10.7,6
white,6.9,0.19,0.35,0.99546,3,0.63,10.7,6
white,6.8,0.16,0.36,0.99058,3.02,0.58,11.3,6
white,7.4,0.16,0.27,0.9984,2.9,0.43,8.7,7
white,6.8,0.3,0.27,0.99314,2.96,0.38,11.7,6
white,6.2,0.24,0.22,0.99545,3.23,0.52,9.3,5
white,7.4,0.16,0.27,0.9984,2.9,0.43,8.7,7
white,7.2,0.17,0.28,0.99971,2.94,0.43,9,7
white,6.8,0.3,0.27,0.99314,2.96,0.38,11.7,6
white,6.5,0.43,0.18,0.99565,3.23,0.51,10.7,5
white,6.6,0.17,0.36,0.99056,3.05,0.54,11.4,6
white,6.9,0.19,0.35,0.99546,3,0.63,10.7,6
white,6.8,0.16,0.36,0.99058,3.02,0.58,11.3,6
white,6.4,0.41,0.01,0.99362,3.19,0.42,10,5
white,6.4,0.41,0.01,0.99362,3.19,0.42,10,5
white,7.4,0.36,0.32,0.99196,3.15,0.49,11.2,6
white,6.1,0.17,0.21,0.99255,3.07,0.41,9.7,5
white,5.5,0.28,0.21,0.99027,3.42,0.42,12.5,5
white,6.6,0.5,0.26,0.99302,3.27,0.78,12.9,8
white,7.1,0.44,0.27,0.99257,3.16,0.36,11.8,6
white,6.9,0.38,0.28,0.99506,3.16,0.72,10.6,5
white,7.1,0.44,0.27,0.99257,3.16,0.36,11.8,6
white,6.2,0.24,0.28,0.9952,3.19,0.37,10.7,6
white,6.1,0.28,0.27,0.99498,3.21,0.51,9.9,5
white,7.6,0.26,0.32,0.9903,2.96,0.46,12,6
white,7.5,0.16,0.38,0.99706,3.15,0.82,10.4,7
white,6.5,0.36,0.16,0.99398,3.19,0.39,8.5,5
white,6.6,0.35,0.19,0.99588,3.13,0.38,9.9,4
white,5.7,0.25,0.26,0.99691,3.08,0.45,9.4,6
white,7.4,0.37,0.26,0.99608,3.13,0.46,10.4,5
white,5.7,0.25,0.21,0.99142,3.3,0.59,11,6
white,5.8,0.23,0.21,0.99138,3.3,0.57,11,6
white,5.4,0.265,0.28,0.99432,3.19,0.38,10.4,6
white,5.7,0.25,0.27,0.99592,3.1,0.5,9.8,6
white,5.7,0.25,0.26,0.99691,3.08,0.45,9.4,6
white,5.9,0.23,0.28,0.99432,3.23,0.53,10.6,6
white,6.2,0.3,0.32,0.99266,3.28,0.44,10.1,5
white,6.5,0.33,0.24,0.99456,3.06,0.3,11.5,8
white,7.4,0.26,0.29,0.9915,3.06,0.45,11.4,6
white,7,0.2,0.4,0.99322,3.03,0.38,9.2,6
white,6.5,0.21,0.42,0.9927,3.12,0.38,9.7,6
white,7.3,0.25,0.27,0.99173,3.07,0.46,11.3,6
white,6.8,0.27,0.24,0.99412,3.15,0.49,9.6,6
white,6.7,0.24,0.3,0.99666,2.86,0.46,8.9,6
white,6.4,0.14,0.28,0.99425,3.26,0.36,10,6
white,6.4,0.5,0.2,0.99314,3.18,0.4,9.2,6
white,6.6,0.41,0.27,0.99672,3.08,0.41,9,6
white,6.4,0.25,0.28,0.99024,3.09,0.58,12.8,7
white,6.6,0.41,0.27,0.99672,3.08,0.41,9,6
white,8,0.25,0.35,0.99366,3.08,0.55,9.5,5
white,6.4,0.14,0.28,0.99425,3.26,0.36,10,6
white,6.6,0.21,0.34,0.99299,3.22,0.38,11,5
white,6.4,0.5,0.2,0.99314,3.18,0.4,9.2,6
white,6.3,0.29,0.23,0.99528,3.08,0.38,10.6,6
white,6.9,0.37,0.23,0.99568,3.23,0.42,10,5
white,6.9,0.37,0.23,0.99568,3.23,0.42,10,5
white,5.7,0.31,0.28,0.99062,3.31,0.38,11.7,7
white,6.9,0.45,0.27,0.99058,3.12,0.36,12.5,7
white,6.9,0.3,0.45,0.99059,3.07,0.47,11.1,7
white,5.3,0.23,0.56,0.99119,3.16,0.62,9.7,5
white,6.8,0.3,0.26,0.99727,3.04,0.38,12.3,6
white,6.7,0.28,0.42,0.99021,3.18,0.38,12.2,6
white,5,0.255,0.22,0.99238,3.75,0.76,11.3,6
white,7.6,0.4,0.27,0.99164,3.22,0.38,11.6,5
white,5.5,0.21,0.25,0.99006,3.31,0.56,11.3,6
white,6,0.2,0.25,0.99078,3.27,0.56,11.1,6
white,6.1,0.17,0.29,0.99036,3.26,0.57,11.2,6
white,7.5,0.21,0.29,0.99123,3.15,0.45,11.3,6
white,7.3,0.26,0.32,0.98978,3.07,0.45,12,6
white,6.2,0.35,0.2,0.99908,3.15,0.5,8.8,6
white,6.2,0.35,0.2,0.99908,3.15,0.5,8.8,6
white,6.5,0.43,0.31,0.99022,3.15,0.34,12,8
white,6.5,0.4,0.31,0.99024,3.15,0.31,12,7
white,7.4,0.28,0.5,0.9973,3.01,0.44,9,5
white,6.3,0.23,0.22,0.99853,3.12,0.6,9.3,6
white,6.2,0.34,0.25,0.99769,3.14,0.56,8.7,6
white,6.6,0.44,0.32,0.98954,3.1,0.63,12.8,6
white,6,0.13,0.36,0.98974,3.1,0.5,11.5,7
white,6.3,0.17,0.23,0.99382,3.08,0.54,10,5
white,6.3,0.18,0.22,0.99383,3.09,0.54,10,5
white,6.7,0.31,0.34,0.99538,3.33,0.56,10.3,5
white,6.6,0.33,0.32,0.99734,3.25,0.56,10.4,5
white,6.3,0.34,0.31,0.98981,3.22,0.29,13.4,7
white,6.8,0.29,0.32,0.99095,3.05,0.62,11.2,6
white,7.4,0.31,0.26,0.9964,3.26,0.36,9.1,5
white,7.4,0.31,0.26,0.9964,3.26,0.36,9.1,5
white,5.7,0.25,0.27,0.99411,3.33,0.31,10.8,6
white,6.8,0.27,0.28,0.9915,3.24,0.34,12.5,6
white,5.9,0.26,0.24,0.99234,3.63,0.73,11.3,5
white,5.9,0.65,0.23,0.99016,3.46,0.48,12.8,6
white,7.4,0.31,0.26,0.9964,3.26,0.36,9.1,5
white,6.6,0.23,0.32,0.98949,3.22,0.39,12.7,6
white,6.8,0.18,0.35,0.99287,3.1,0.54,11,7
white,6.8,0.28,0.29,0.99544,3.02,0.58,10.4,6
white,6.8,0.28,0.29,0.99544,3.02,0.58,10.4,6
white,5.9,0.27,0.27,0.9941,3.25,0.53,10.7,6
white,6.1,0.25,0.28,0.994,3.22,0.35,10.9,6
white,6.8,0.28,0.29,0.99544,3.02,0.58,10.4,6
white,6.8,0.26,0.29,0.99546,3.03,0.58,10.4,6
white,7.1,0.13,0.29,0.99737,3.16,0.41,9.7,7
white,6.8,0.18,0.35,0.99287,3.1,0.54,11,7
white,6.2,0.2,0.25,0.99767,3.19,0.53,9.6,6
white,5.8,0.24,0.28,0.98711,3.1,0.29,13.9,7
white,7.6,0.48,0.31,0.99714,3.07,0.61,9.4,5
white,7.4,0.26,0.32,0.99134,3.1,0.67,12.5,6
white,6.2,0.2,0.25,0.99767,3.19,0.53,9.6,6
white,6.1,0.3,0.47,0.9927,3.19,0.45,9.5,5
white,6.2,0.32,0.5,0.9948,3.19,0.45,9.6,5
white,6.1,0.3,0.47,0.9927,3.19,0.45,9.5,5
white,6.3,0.34,0.52,0.99481,3.18,0.44,9.6,5
white,7.4,0.16,0.3,0.99825,2.9,0.44,8.7,7
white,7.4,0.16,0.3,0.99825,2.9,0.44,8.7,7
white,7.4,0.16,0.3,0.99825,2.9,0.44,8.7,7
white,7.4,0.16,0.3,0.99825,2.9,0.44,8.7,7
white,7.4,0.16,0.3,0.99825,2.9,0.44,8.7,7
white,7.4,0.16,0.3,0.99825,2.9,0.44,8.7,7
white,7.2,0.26,0.38,0.99192,3.18,0.46,10.4,5
white,7,0.31,0.35,0.99184,3.22,0.5,10.7,5
white,6.6,0.22,0.35,0.99019,3.17,0.48,12,7
white,5.8,0.23,0.31,0.98998,3.19,0.37,12.1,7
white,6.3,0.17,0.32,0.98886,3.31,0.4,13.1,8
white,6,0.19,0.26,0.98998,3.32,0.41,12.4,6
white,6.7,0.21,0.34,0.98949,3.24,0.36,12.6,7
white,7.4,0.16,0.3,0.99825,2.9,0.44,8.7,7
white,6.6,0.22,0.37,0.99009,3.15,0.66,12,5
white,6.8,0.34,0.27,0.99252,3.27,0.57,11.6,6
white,7.1,0.34,0.86,0.99288,2.92,0.5,9.3,5
white,6.3,0.24,0.22,0.99659,3.06,0.58,9.3,6
white,6.9,0.35,0.39,0.99133,3.2,0.54,11.1,7
white,6.8,0.24,0.33,0.99324,3.1,0.69,10.2,6
white,6.4,0.25,0.33,0.99164,3.23,0.66,10.6,6
white,5.8,0.19,0.33,0.99107,3.16,0.42,11.3,7
white,6.9,0.24,0.4,0.9986,3.2,0.69,9.4,5
white,6.5,0.31,0.61,0.99708,3.09,0.5,9.3,6
white,6.6,0.25,0.32,0.99163,2.96,0.52,11.1,6
white,7.5,0.38,0.56,0.99605,3.13,0.65,9.9,6
white,6.2,0.3,0.3,0.99065,3.31,0.61,11.8,7
white,6.4,0.33,0.28,0.9903,3.26,0.64,12.6,7
white,6.9,0.24,0.4,0.9986,3.2,0.69,9.4,5
white,7.6,0.27,0.32,0.99236,3.06,0.68,10.5,5
white,5.9,0.24,0.34,0.98948,3.19,0.5,12.3,6
white,5.3,0.33,0.3,0.99045,3.32,0.62,11.3,6
white,6.4,0.21,0.21,0.9939,3.07,0.46,9.6,5
white,7,0.22,0.3,0.98985,3.2,0.33,12,6
white,7.8,0.27,0.35,0.99138,3.09,0.45,11.2,5
white,6.7,0.2,0.24,0.99348,3.12,0.33,10.2,6
white,8.1,0.27,0.33,0.99066,2.98,0.44,12.4,6
white,6.7,0.2,0.24,0.99348,3.12,0.33,10.2,6
white,7.1,0.45,0.24,0.98862,2.94,0.38,13.4,8
white,5.8,0.22,0.29,0.98865,3.24,0.35,12.6,6
white,6.3,0.3,0.48,0.99472,3.18,0.53,9.8,5
white,7.9,0.36,0.53,0.99792,2.94,0.45,9.1,5
white,8.1,0.27,0.33,0.99066,2.98,0.44,12.4,6
white,8,0.24,0.33,0.99035,3.03,0.43,12.5,6
white,6.7,0.41,0.27,0.99086,3.05,0.34,11.7,6
white,6.7,0.24,0.31,0.99013,3.29,0.46,12.9,6
white,6.2,0.3,0.32,0.99266,3.3,0.43,10.1,5
white,6.9,0.26,0.38,0.99517,3.06,0.5,10.3,6
white,6.7,0.41,0.27,0.99086,3.05,0.34,11.7,6
white,5.9,0.32,0.2,0.99666,3.24,0.41,10.3,6
white,6.1,0.25,0.3,0.991,3.34,0.56,10.8,7
white,5.6,0.23,0.29,0.99068,3.25,0.51,11.2,6
white,6.6,0.23,0.32,0.99084,3.29,0.6,11.8,6
white,6,0.17,0.21,0.9939,3.08,0.54,9.8,6
white,7.1,0.38,0.42,0.99624,3.04,0.49,10,6
white,6.6,0.31,0.37,0.99602,3.24,0.39,8.8,4
white,6.5,0.38,0.53,0.9926,3.14,0.52,10.1,4
white,7,0.44,0.24,0.99718,3.05,0.5,9.5,5
white,7,0.44,0.24,0.99718,3.05,0.5,9.5,5
white,7,0.44,0.24,0.99718,3.05,0.5,9.5,5
white,6.1,0.38,0.14,0.99344,3.07,0.34,9.2,4
white,8,0.33,0.32,0.99184,2.92,0.74,12.2,6
white,7,0.44,0.24,0.99718,3.05,0.5,9.5,5
white,6,0.19,0.29,0.99033,3.22,0.53,11.3,6
white,6.3,0.28,0.34,0.99248,3.26,0.29,12.1,6
white,6.1,0.38,0.14,0.99344,3.07,0.34,9.2,4
white,5.3,0.43,0.11,0.99076,3.51,0.48,11.2,4
white,5.4,0.22,0.35,0.99092,3.29,0.44,12.5,7
white,6.2,0.345,0.27,0.99486,3.31,0.56,10.6,5
white,5.6,0.255,0.57,0.99464,3.25,0.61,10.4,7
white,5.2,0.2,0.27,0.99235,3.44,0.53,10.1,7
white,6.2,0.29,0.23,0.99612,3.11,0.56,9.9,6
white,6.3,0.26,0.25,0.99202,2.97,0.68,11,6
white,6,0.22,0.23,0.99261,2.94,0.63,10,6
white,7.5,0.35,0.37,0.98964,3.14,0.42,12.7,6
white,6.6,0.39,0.28,0.99206,3.07,0.35,12.1,6
white,6.3,0.23,0.33,0.9938,3.23,0.46,10.4,6
white,6.3,0.22,0.3,0.99204,3.24,0.47,10.4,6
white,6.4,0.29,0.18,0.99736,3.14,0.5,9.2,5
white,6.4,0.29,0.18,0.99736,3.14,0.5,9.2,5
white,7.5,0.23,0.3,0.99192,3.05,0.68,10.5,5
white,6.4,0.29,0.18,0.99736,3.14,0.5,9.2,5
white,5.7,0.28,0.36,0.99002,3.27,0.98,11.9,7
white,6.5,0.26,0.24,0.996,3.08,0.4,10.1,6
white,6.4,0.27,0.29,0.99237,3.1,0.59,11.1,6
white,5.9,0.22,0.29,0.99214,3.13,0.74,10.8,7
white,6.8,0.26,0.26,0.99041,3.16,0.47,11.8,6
white,7.6,0.36,0.48,0.9982,3.04,0.48,9.2,5
white,7.6,0.35,0.47,0.99822,3.04,0.5,9.2,5
white,5.7,0.18,0.26,0.9893,3.07,0.54,12.3,6
white,6.6,0.36,0.47,0.99274,3.09,0.56,10.1,6
white,5.9,0.14,0.2,0.99105,3.25,0.45,11.4,6
white,5.5,0.23,0.19,0.99209,3.19,0.43,10.4,6
white,6.7,0.11,0.26,0.99676,3.2,0.35,9.8,6
white,7,0.24,0.24,0.99251,3.3,0.43,9.9,6
white,6.7,0.11,0.26,0.99676,3.2,0.35,9.8,6
white,5.3,0.47,0.1,0.99082,3.48,0.54,11.2,4
white,7.5,0.29,0.24,0.99567,3.15,0.46,10.9,5
white,6,0.33,0.26,0.99416,3.15,0.41,9.2,5
white,6,0.33,0.26,0.99416,3.15,0.41,9.2,5
white,5.8,0.32,0.23,0.9887,2.96,0.35,12,5
white,5.8,0.3,0.23,0.98871,2.96,0.34,12.1,6
white,3.8,0.31,0.02,0.99248,3.75,0.44,12.4,6
white,6.2,0.36,0.22,0.99184,3.22,0.4,11.2,6
white,6,0.31,0.27,0.98952,3.32,0.41,12.7,7
white,6.9,0.52,0.54,0.99267,3.26,0.47,12.2,6
white,7,0.55,0.05,0.99269,3.26,0.46,12.2,6
white,5.8,0.2,0.16,0.98912,3.23,0.37,12.2,6
white,6.2,0.36,0.22,0.99184,3.22,0.4,11.2,6
white,6,0.31,0.27,0.98952,3.32,0.41,12.7,7
white,6,0.29,0.27,0.9895,3.31,0.41,12.7,7
white,5.7,0.22,0.29,0.98999,3.17,0.36,12.1,6
white,7.1,0.46,0.23,0.9981,3.11,0.53,9.4,5
white,6.6,0.21,0.3,0.995,3.07,0.5,10.1,6
white,6.9,0.42,0.2,0.99848,3.08,0.54,9.4,5
white,5.7,0.22,0.2,0.99862,3.22,0.46,8.9,6
white,5.7,0.22,0.2,0.99862,3.22,0.46,8.9,6
white,5.7,0.22,0.2,0.99862,3.22,0.46,8.9,6
white,5.7,0.22,0.2,0.99862,3.22,0.46,8.9,6
white,5.2,0.31,0.2,0.98886,3.56,0.45,13,7
white,7.2,0.22,0.35,0.99474,3.08,0.5,10.3,5
white,5.6,0.18,0.29,0.99126,3.07,0.45,10.1,4
white,6.2,0.24,0.27,0.99691,3.23,0.38,10.5,6
white,5.7,0.22,0.2,0.99862,3.22,0.46,8.9,6
white,5.7,0.26,0.24,0.99773,3.3,0.5,10.1,5
white,5.7,0.26,0.24,0.99773,3.3,0.5,10.1,5
white,6,0.2,0.26,0.9928,3.15,0.42,11,6
white,6,0.2,0.26,0.9928,3.15,0.42,11,6
white,6,0.2,0.26,0.9928,3.15,0.42,11,6
white,6,0.2,0.26,0.9928,3.15,0.42,11,6
white,7.6,0.28,0.17,0.99288,3.08,0.43,10,5
white,7,0.2,0.33,0.99202,2.88,0.54,10.5,6
white,6.6,0.26,0.27,0.99606,2.87,0.49,9.7,6
white,5.7,0.26,0.24,0.99773,3.3,0.5,10.1,5
white,7.2,0.21,0.36,0.99922,3.25,0.76,9.4,5
white,6.9,0.22,0.32,0.99296,3.17,0.55,11.2,6
white,7.2,0.21,0.36,0.99922,3.25,0.76,9.4,5
white,7.4,0.22,0.28,0.99468,3.1,0.55,10.8,5
white,7.2,0.21,0.36,0.99922,3.25,0.76,9.4,5
white,6.9,0.22,0.32,0.99296,3.17,0.55,11.2,6
white,7,0.2,0.35,0.99388,3.13,0.49,11,6
white,5.6,0.26,0,0.99315,3.44,0.46,12.4,6
white,6.3,0.28,0.3,0.99478,3.1,0.4,9.4,6
white,6.4,0.29,0.3,0.99478,3.1,0.4,9.4,5
white,7.2,0.34,0.23,0.99692,3.01,0.58,9.5,5
white,7.1,0.39,0.39,0.99616,3.05,0.52,10,6
white,6.9,0.26,0.29,0.9902,3.16,0.31,12.5,6
white,6.1,0.24,0.25,0.9921,3.39,0.59,10.9,6
white,5.9,0.25,0.24,0.99462,3.38,0.58,10.5,6
white,6.1,0.24,0.27,0.99476,3.22,0.37,10.8,6
white,6.5,0.22,0.27,0.99178,3.38,0.57,11,7
white,6.2,0.26,0.29,0.99081,3.33,0.61,11.8,6
white,6.6,0.34,0.25,0.99198,3.36,0.71,12.6,6
white,5.6,0.225,0.24,0.99545,3.17,0.39,10.2,6
white,7.1,0.23,0.28,0.98997,3.12,0.31,12,5
white,6.9,0.26,0.29,0.9902,3.16,0.31,12.5,6
